DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 147.005 105 82 62 b_quark 0 4.18 69.3576 -57 -38 10
b_quark 0 4.18 88.9296 23 51 69 b_quark 0 4.18 148.914 -115 -82 -47
b_quark 0 4.18 77.4304 -77 -7 0 b_quark 0 4.18 122.827 98 29 68
b_quark 0 4.18 158.665 78 103 92 b_quark 0 4.18 186.667 -121 -131 -55
b_quark 0 4.18 177.565 140 106 26 b_quark 0 4.18 172.753 -104 -131 -43
b_quark 0 4.18 216.323 -109 -144 -119 b_quark 0 4.18 321.904 191 140 218
b_quark 0 4.18 95.0709 -91 16 22 b_quark 0 4.18 72.9827 11 72 2
Z 1 91.2 176.16 85 87 89 Z 1 91.2 176.452 1 -4 -151
Z 1 91.2 129.863 41 25 79 Z 1 91.2 107.067 9 -52 19
b_quark 0 4.18 136.57 45 -128 15 b_quark 0 4.18 200.166 -94 147 -98
b_quark 0 4.18 160.245 -148 -51 34 b_quark 0 4.18 197.49 112 125 -104
W+ 1 80.4 145.39 79 -57 72 W- 1 80.4 200.632 -164 83 -2
tau+ 0 1.78 156.346 -134 73 -34 tau- 0 1.78 105.963 104 20 -3
b_quark 0 4.18 138.432 -11 136 -23 b_quark 0 4.18 185.18 -12 -181 37
b_quark 0 4.18 110.433 -19 69 84 b_quark 0 4.18 109.011 -51 -7 -96
b_quark 0 4.18 132.599 -104 -5 82 b_quark 0 4.18 219.735 171 -16 -137
b_quark 0 4.18 187.287 -147 -115 15 b_quark 0 4.18 234.807 152 147 -102
W+ 1 80.4 157.585 122 26 53 W- 1 80.4 94.4466 -44 18 -14
b_quark 0 4.18 177.052 -145 -57 -84 b_quark 0 4.18 185.695 123 90 106
W+ 1 80.4 167.932 -14 70 129 W- 1 80.4 130.189 14 -17 -100
b_quark 0 4.18 168.441 127 -45 101 b_quark 0 4.18 247.019 -166 143 -114
b_quark 0 4.18 153.191 68 99 95 b_quark 0 4.18 221.773 -6 -109 -193
b_quark 0 4.18 148.322 -105 99 34 b_quark 0 4.18 189.221 181 -55 -1
b_quark 0 4.18 153.663 115 -13 101 b_quark 0 4.18 217.204 -172 26 -130
b_quark 0 4.18 188.784 -150 81 -81 b_quark 0 4.18 160.27 62 -72 129
W+ 1 80.4 167.434 -125 4 -77 W- 1 80.4 233.363 185 35 112
b_quark 0 4.18 116.771 91 -69 -24 b_quark 0 4.18 149.985 -121 -21 86
b_quark 0 4.18 205.279 -144 85 119 b_quark 0 4.18 197.516 57 -185 -39
W+ 1 80.4 178.967 -117 -80 -74 W- 1 80.4 187.857 141 79 52
b_quark 0 4.18 182.372 -56 109 135 b_quark 0 4.18 232.814 49 -50 -222
b_quark 0 4.18 183.386 -114 -139 -36 b_quark 0 4.18 247.757 126 213 11
b_quark 0 4.18 132.448 105 10 -80 b_quark 0 4.18 79.0915 -75 18 17
b_quark 0 4.18 118.218 1 81 -86 b_quark 0 4.18 212.046 -84 -81 177
b_quark 0 4.18 179.473 148 17 100 b_quark 0 4.18 233.631 -194 -91 -93
b_quark 0 4.18 56.227 -40 10 38 b_quark 0 4.18 128.181 -58 40 -107
b_quark 0 4.18 194.295 136 -79 114 b_quark 0 4.18 279.69 -63 176 -208
W+ 1 80.4 195.492 -126 -1 126 W- 1 80.4 317.435 203 -54 -224
b_quark 0 4.18 182.273 -86 -141 77 b_quark 0 4.18 150.872 -8 125 -84
b_quark 0 4.18 112.448 -5 -49 101 b_quark 0 4.18 71.5924 44 56 -6
W+ 1 80.4 172.839 128 -49 -68 W- 1 80.4 150.38 -54 105 47
tau+ 0 1.78 118.816 48 -49 -97 tau- 0 1.78 93.7879 -60 -3 72
b_quark 0 4.18 141.218 -55 -104 78 b_quark 0 4.18 96.5944 87 12 -40
W+ 1 80.4 124.941 36 -83 31 W- 1 80.4 142.598 -35 81 -78
b_quark 0 4.18 233.192 -144 136 -123 b_quark 0 4.18 283.694 148 -156 185
b_quark 0 4.18 83.973 -69 47 8 b_quark 0 4.18 111.64 74 27 79
b_quark 0 4.18 84.448 -48 51 47 b_quark 0 4.18 139.97 -43 6 -133
b_quark 0 4.18 173.961 -95 104 102 b_quark 0 4.18 198.815 7 -175 -94
b_quark 0 4.18 118.611 -71 71 -63 b_quark 0 4.18 242.676 152 -119 147
b_quark 0 4.18 176.035 -123 119 41 b_quark 0 4.18 180.531 86 -157 -23
W+ 1 80.4 152.283 -106 -63 -39 W- 1 80.4 190.951 162 -27 -55
Z 1 91.2 175.896 -43 143 -18 Z 1 91.2 234.558 98 -186 -50
W+ 1 80.4 147.544 74 -98 15 W- 1 80.4 161.128 -16 129 -51
b_quark 0 4.18 197.27 140 137 -23 b_quark 0 4.18 142.659 -61 -113 -62
b_quark 0 4.18 115.993 -28 -77 -82 b_quark 0 4.18 179.495 33 86 154
b_quark 0 4.18 227.621 -135 112 145 b_quark 0 4.18 263.307 156 -36 -209
b_quark 0 4.18 121.208 72 83 -51 b_quark 0 4.18 114.514 -64 -90 -30
b_quark 0 4.18 144.012 81 -105 56 b_quark 0 4.18 123.075 -57 109 0
b_quark 0 4.18 138.605 13 -16 137 b_quark 0 4.18 147.127 -70 -40 -123
b_quark 0 4.18 117.467 18 1 116 b_quark 0 4.18 228.804 -107 57 -194
b_quark 0 4.18 155.224 -6 104 115 b_quark 0 4.18 164.725 90 -96 -99
b_quark 0 4.18 52.5592 -9 -42 -30 b_quark 0 4.18 75.5743 59 -2 -47
W+ 1 80.4 125.754 5 90 35 W- 1 80.4 141.771 1 -65 -97
b_quark 0 4.18 199.566 108 -148 79 b_quark 0 4.18 188.591 -58 144 -107
tau+ 0 1.78 85.4644 -63 56 14 tau- 0 1.78 182.16 141 -113 23
b_quark 0 4.18 172.469 -84 44 144 b_quark 0 4.18 200.316 141 8 -142
W+ 1 80.4 213.776 144 128 -46 W- 1 80.4 213.319 -188 -49 -36
b_quark 0 4.18 54.2353 -18 -34 38 b_quark 0 4.18 73.3108 64 -6 35
W+ 1 80.4 109.125 60 -38 20 W- 1 80.4 103.606 30 -57 -11
b_quark 0 4.18 35.6437 -1 -24 26 b_quark 0 4.18 66.9886 -62 1 25
b_quark 0 4.18 160.258 68 -80 121 b_quark 0 4.18 143.87 -85 80 -84
b_quark 0 4.18 170.89 -131 109 12 b_quark 0 4.18 258.734 202 -159 -29
b_quark 0 4.18 94.4588 72 -11 -60 b_quark 0 4.18 167.73 -84 72 126
b_quark 0 4.18 100.591 -1 -74 68 b_quark 0 4.18 34.5177 -29 18 -3
W+ 1 80.4 141.74 -108 -39 21 W- 1 80.4 187.939 154 -10 -71
b_quark 0 4.18 114.177 -77 -81 -23 b_quark 0 4.18 177.579 80 149 54
b_quark 0 4.18 212.324 -150 -8 150 b_quark 0 4.18 282.438 219 47 -172
b_quark 0 4.18 154.556 -113 101 30 b_quark 0 4.18 167.951 103 -66 -115
W+ 1 80.4 185.079 -150 -69 -23 W- 1 80.4 186.703 63 136 -77
b_quark 0 4.18 132.301 -1 51 122 b_quark 0 4.18 107.194 30 -13 -102
b_quark 0 4.18 144.867 122 63 46 b_quark 0 4.18 186.187 -90 -108 -122
b_quark 0 4.18 177.751 -121 -59 -116 b_quark 0 4.18 156.791 86 117 59
b_quark 0 4.18 127.305 -50 0 117 b_quark 0 4.18 67.7161 34 -36 -46
b_quark 0 4.18 210.75 -126 -109 -129 b_quark 0 4.18 232.12 35 14 229
b_quark 0 4.18 150.906 -25 143 -41 b_quark 0 4.18 186.632 7 -122 141
b_quark 0 4.18 133.834 29 117 58 b_quark 0 4.18 123.772 -57 -103 -38
b_quark 0 4.18 202.241 -136 22 148 b_quark 0 4.18 206.781 46 -80 -185
W+ 1 80.4 138.366 -106 -38 1 W- 1 80.4 225.071 184 79 -64
W+ 1 80.4 172.752 53 -11 143 W- 1 80.4 174.672 21 -14 -153
W+ 1 80.4 222.812 -99 122 136 W- 1 80.4 203.384 86 -153 -64
tau+ 0 1.78 187.646 -114 -114 96 tau- 0 1.78 142.004 91 60 -91
b_quark 0 4.18 109.952 62 -88 -22 b_quark 0 4.18 96.4286 -5 70 66
b_quark 0 4.18 106.035 11 73 76 b_quark 0 4.18 184.701 -88 -152 -57
tau+ 0 1.78 168.215 73 140 -58 tau- 0 1.78 293.331 -164 -238 50
W+ 1 80.4 80.5491 2 4 -2 W- 1 80.4 112.108 58 52 6
b_quark 0 4.18 125.182 -60 38 -103 b_quark 0 4.18 128.259 38 -115 42
Z 1 91.2 136.647 -49 -45 -77 Z 1 91.2 170.184 132 14 55
b_quark 0 4.18 197.961 -65 125 139 b_quark 0 4.18 177.565 118 -122 -52
W+ 1 80.4 139.406 75 81 -28 W- 1 80.4 198.507 21 -172 54
W+ 1 80.4 126.231 -5 63 74 W- 1 80.4 123.682 20 -72 -57
b_quark 0 4.18 145.115 -104 -15 -100 b_quark 0 4.18 167.124 108 43 120
W+ 1 80.4 144.814 37 -93 67 W- 1 80.4 220.973 -37 186 -80
b_quark 0 4.18 126.604 89 79 43 b_quark 0 4.18 16.6875 4 -14 7
b_quark 0 4.18 121.489 -107 38 43 b_quark 0 4.18 245.478 201 -95 -104
tau+ 0 1.78 150.759 129 -78 0 tau- 0 1.78 225.451 -178 129 50
b_quark 0 4.18 154.349 143 21 -54 b_quark 0 4.18 135.718 -131 -29 -20
b_quark 0 4.18 167.927 149 -50 59 b_quark 0 4.18 167.775 -161 -37 -29
W+ 1 80.4 154.949 -54 -102 -65 W- 1 80.4 162.89 64 122 -33
b_quark 0 4.18 196.864 -123 128 85 b_quark 0 4.18 213.306 132 -167 13
W+ 1 80.4 145.393 3 -121 5 W- 1 80.4 204.003 -19 186 -14
b_quark 0 4.18 217.135 127 124 -125 b_quark 0 4.18 250.433 -211 -67 117
b_quark 0 4.18 179.562 98 11 150 b_quark 0 4.18 207.672 -41 -25 -202
b_quark 0 4.18 145.48 -97 -17 -107 b_quark 0 4.18 156.782 87 37 125
tau+ 0 1.78 146.585 42 134 -42 tau- 0 1.78 189.402 -113 -126 85
W+ 1 80.4 164.43 123 -62 -40 W- 1 80.4 97.4123 -42 -30 19
b_quark 0 4.18 158.523 102 -28 -118 b_quark 0 4.18 191.699 -159 29 103
b_quark 0 4.18 74.9765 -74 -8 -8 b_quark 0 4.18 76.1214 51 -26 50
Z 1 91.2 156.699 -28 -42 -117 Z 1 91.2 200.859 117 107 83
b_quark 0 4.18 203.297 -88 108 -148 b_quark 0 4.18 239.237 132 -177 92
b_quark 0 4.18 100.511 15 32 -94 b_quark 0 4.18 169.126 -79 -12 149
W+ 1 80.4 134.952 -16 64 86 W- 1 80.4 176.924 23 -135 -78
W+ 1 80.4 187.74 123 87 78 W- 1 80.4 221.385 -187 -87 3
b_quark 0 4.18 211.219 102 -144 -116 b_quark 0 4.18 347.569 -153 237 203
b_quark 0 4.18 208.929 43 148 -141 b_quark 0 4.18 190.269 6 -182 55
b_quark 0 4.18 84.0266 21 -79 -19 b_quark 0 4.18 175.193 61 145 77
b_quark 0 4.18 192.809 -146 -89 89 b_quark 0 4.18 222.321 222 11 2
b_quark 0 4.18 202.048 -125 -130 91 b_quark 0 4.18 228.962 49 217 -54
W+ 1 80.4 165.291 106 39 90 W- 1 80.4 129.33 -47 -22 -87
b_quark 0 4.18 199.41 -137 -47 -137 b_quark 0 4.18 226.072 81 141 157
W+ 1 80.4 183.066 -146 -63 -42 W- 1 80.4 100.405 54 26 -5
b_quark 0 4.18 116.801 38 34 -105 b_quark 0 4.18 113.32 -106 -38 12
b_quark 0 4.18 73.2767 -32 -62 -22 b_quark 0 4.18 172.776 -47 144 83
b_quark 0 4.18 56.3513 26 -31 -39 b_quark 0 4.18 116.368 -110 -32 20
b_quark 0 4.18 152.943 -73 123 -54 b_quark 0 4.18 38.5289 -7 -37 -7
W+ 1 80.4 188.322 -139 88 -44 W- 1 80.4 97.1862 39 -26 28
b_quark 0 4.18 214.438 146 -139 73 b_quark 0 4.18 277.686 -194 180 -84
b_quark 0 4.18 192.428 131 -65 -125 b_quark 0 4.18 201.066 -36 -33 195
b_quark 0 4.18 174.047 -125 95 -75 b_quark 0 4.18 252.76 205 -23 146
tau+ 0 1.78 77.3768 -28 -68 24 tau- 0 1.78 150.656 17 146 33
b_quark 0 4.18 117.122 16 30 -112 b_quark 0 4.18 240.309 51 -107 209
b_quark 0 4.18 171.667 126 74 90 b_quark 0 4.18 211.803 -127 -133 -105
b_quark 0 4.18 125.994 -44 111 -40 b_quark 0 4.18 165.621 -49 -156 -26
b_quark 0 4.18 155.552 77 33 -131 b_quark 0 4.18 272.124 -160 -47 215
W+ 1 80.4 123.847 53 -71 32 W- 1 80.4 239.646 -141 118 -131
b_quark 0 4.18 166.696 137 80 -51 b_quark 0 4.18 236.344 -219 -82 34
Z 1 91.2 188.516 -1 -84 -142 Z 1 91.2 214.708 29 146 125
W+ 1 80.4 154.03 56 -115 30 W- 1 80.4 149.429 -120 36 13
b_quark 0 4.18 141.462 13 -72 -121 b_quark 0 4.18 194.534 -16 33 191
b_quark 0 4.18 116.762 -44 -68 -84 b_quark 0 4.18 176.928 -54 157 61
b_quark 0 4.18 198.385 -97 103 -139 b_quark 0 4.18 280.276 196 -115 164
tau+ 0 1.78 198.96 139 -95 -106 tau- 0 1.78 249.774 -92 156 172
b_quark 0 4.18 158.153 -89 75 107 b_quark 0 4.18 223.223 141 -37 -169
b_quark 0 4.18 62.0602 -28 37 -41 b_quark 0 4.18 104.611 26 -29 97
tau+ 0 1.78 85.5405 43 68 29 tau- 0 1.78 72.0567 26 -48 -47
W+ 1 80.4 196.258 96 146 39 W- 1 80.4 144.101 -106 -52 19
b_quark 0 4.18 145.666 -125 -74 -10 b_quark 0 4.18 215.192 193 95 -4
tau+ 0 1.78 109.545 -77 58 52 tau- 0 1.78 156.087 38 -40 -146
b_quark 0 4.18 161.878 25 -79 -139 b_quark 0 4.18 114.924 -90 37 61
W+ 1 80.4 127.472 89 10 -42 W- 1 80.4 183.282 -162 10 28
b_quark 0 4.18 101.919 -17 -84 55 b_quark 0 4.18 144.203 17 38 -138
b_quark 0 4.18 165.64 117 43 -109 b_quark 0 4.18 208.553 -58 -57 192
Z 1 91.2 174.647 136 -18 -58 Z 1 91.2 196.261 -142 46 89
W+ 1 80.4 164.94 122 -76 -9 W- 1 80.4 115.157 -52 58 -27
b_quark 0 4.18 198.38 123 -108 -112 b_quark 0 4.18 189.49 -61 22 178
b_quark 0 4.18 68.6766 -27 63 -1 b_quark 0 4.18 142.715 -10 -135 45
Z 1 91.2 128.757 31 -72 -46 Z 1 91.2 199.485 -66 164 15
tau+ 0 1.78 159.334 42 126 -88 tau- 0 1.78 209.571 -82 -188 43
tau+ 0 1.78 148.298 -7 122 84 tau- 0 1.78 92.3481 -80 -45 -10
b_quark 0 4.18 140.077 48 20 -130 b_quark 0 4.18 209.066 -141 67 139
b_quark 0 4.18 182.93 137 -41 -114 b_quark 0 4.18 171.477 -143 -17 93
b_quark 0 4.18 215.672 85 134 146 b_quark 0 4.18 258.468 -136 -166 -144
W+ 1 80.4 135.308 6 -12 108 W- 1 80.4 153.249 -11 0 -130
W+ 1 80.4 191.724 -78 -87 -129 W- 1 80.4 270.037 140 170 134
b_quark 0 4.18 163.837 -84 140 13 b_quark 0 4.18 106.299 29 -100 21
b_quark 0 4.18 126.663 124 19 -17 b_quark 0 4.18 140.611 -117 -71 32
b_quark 0 4.18 132.24 91 33 -90 b_quark 0 4.18 224.258 -191 32 113
b_quark 0 4.18 181.641 -84 144 -72 b_quark 0 4.18 212.778 76 -141 140
b_quark 0 4.18 113.201 -52 -93 38 b_quark 0 4.18 183.209 106 66 -134
b_quark 0 4.18 139.522 88 16 -107 b_quark 0 4.18 213.517 -128 -78 152
b_quark 0 4.18 140.38 -113 -82 -14 b_quark 0 4.18 194.006 114 156 17
b_quark 0 4.18 142.602 17 123 70 b_quark 0 4.18 149.504 11 -127 -78
W+ 1 80.4 216.567 136 -130 71 W- 1 80.4 337.547 -217 204 -137
b_quark 0 4.18 199.006 -144 47 -129 b_quark 0 4.18 134.158 69 -74 88
b_quark 0 4.18 186.857 -108 -47 145 b_quark 0 4.18 244.187 200 101 -97
b_quark 0 4.18 203.417 -115 106 -130 b_quark 0 4.18 206.096 167 -112 45
b_quark 0 4.18 131.755 -17 -117 -58 b_quark 0 4.18 134.679 66 66 97
W+ 1 80.4 147.909 -23 0 -122 W- 1 80.4 108.121 59 -8 41
b_quark 0 4.18 155.87 2 -125 -93 b_quark 0 4.18 173.062 -5 172 18
b_quark 0 4.18 109.213 -95 22 49 b_quark 0 4.18 199.438 194 -41 -21
W+ 1 80.4 139.058 44 -11 104 W- 1 80.4 185.184 -127 -60 -90
tau+ 0 1.78 134.804 76 -108 -27 tau- 0 1.78 83.858 9 42 -72
W+ 1 80.4 117.41 -39 -66 38 W- 1 80.4 229.376 121 148 -98
b_quark 0 4.18 119.91 -73 -94 -14 b_quark 0 4.18 120.181 -16 111 43
b_quark 0 4.18 167.208 8 -81 -146 b_quark 0 4.18 204.952 92 140 118
tau+ 0 1.78 180.616 -43 127 -121 tau- 0 1.78 226.956 107 -144 139
W+ 1 80.4 173.995 100 -117 11 W- 1 80.4 245.5 -111 186 83
b_quark 0 4.18 51.9468 39 22 26 b_quark 0 4.18 159.212 -101 -73 -99
b_quark 0 4.18 149.581 -105 96 -46 b_quark 0 4.18 171.393 167 -37 10
b_quark 0 4.18 68.9817 -36 54 23 b_quark 0 4.18 150.088 -53 -76 -118
b_quark 0 4.18 110.143 -97 1 -52 b_quark 0 4.18 136.171 29 -28 130
b_quark 0 4.18 150.886 -2 112 101 b_quark 0 4.18 146.268 56 -121 -60
W+ 1 80.4 188.006 -120 51 109 W- 1 80.4 249.207 106 -60 -202
b_quark 0 4.18 159.096 133 78 -39 b_quark 0 4.18 148.386 -102 -19 106
b_quark 0 4.18 131.603 -114 65 9 b_quark 0 4.18 212.531 152 -148 -12
b_quark 0 4.18 168.361 118 -110 48 b_quark 0 4.18 173.581 -118 50 -117
b_quark 0 4.18 185.622 -141 -101 -66 b_quark 0 4.18 227.366 105 147 138
W+ 1 80.4 204.886 -77 -137 -104 W- 1 80.4 221.391 -15 185 90
b_quark 0 4.18 173.053 73 -101 120 b_quark 0 4.18 270.875 -154 134 -178
b_quark 0 4.18 202.038 -53 147 128 b_quark 0 4.18 207.24 111 -171 -37
W+ 1 80.4 168.479 46 -22 139 W- 1 80.4 143.799 38 -67 -91
W+ 1 80.4 148.812 -82 -59 -74 W- 1 80.4 176.777 131 56 67
W+ 1 80.4 189.985 -134 -55 93 W- 1 80.4 270.956 190 102 -143
tau+ 0 1.78 190.064 124 -3 -144 tau- 0 1.78 194.826 -180 -15 73
b_quark 0 4.18 138.948 -120 -67 -20 b_quark 0 4.18 120.605 104 -24 -56
b_quark 0 4.18 170.82 3 128 -113 b_quark 0 4.18 232.677 -15 -214 90
b_quark 0 4.18 162.79 -89 111 -79 b_quark 0 4.18 240.193 169 -167 35
W+ 1 80.4 116.949 16 66 -51 W- 1 80.4 149.553 65 -106 21
b_quark 0 4.18 55.1314 -54 9 5 b_quark 0 4.18 114.505 113 17 -6
b_quark 0 4.18 80.6379 41 50 -48 b_quark 0 4.18 140.223 -6 -140 3
b_quark 0 4.18 116.801 -116 12 -5 b_quark 0 4.18 105.955 16 48 93
Z 1 91.2 136.918 -96 -27 -22 Z 1 91.2 148.167 96 -8 66
b_quark 0 4.18 237.789 119 -142 149 b_quark 0 4.18 307.505 -38 197 -233
b_quark 0 4.18 127.403 -62 -61 -93 b_quark 0 4.18 62.8766 44 44 8
W+ 1 80.4 152.762 -104 70 -34 W- 1 80.4 98.6517 8 -30 -48
b_quark 0 4.18 157.716 -146 -25 54 b_quark 0 4.18 179.52 95 9 -152
W+ 1 80.4 111.558 -64 27 34 W- 1 80.4 145.894 -14 -48 -111
b_quark 0 4.18 183.16 -129 -83 100 b_quark 0 4.18 195.38 122 126 -86
b_quark 0 4.18 183.408 110 136 -55 b_quark 0 4.18 254.879 -209 -144 23
b_quark 0 4.18 214.561 95 135 137 b_quark 0 4.18 220.228 -3 -75 -207
b_quark 0 4.18 141.473 75 56 106 b_quark 0 4.18 126.141 -87 -66 -63
W+ 1 80.4 180.594 55 -137 66 W- 1 80.4 232.936 -145 151 -63
b_quark 0 4.18 97.9718 34 84 37 b_quark 0 4.18 167.031 -39 -156 45
b_quark 0 4.18 169.931 111 -103 -77 b_quark 0 4.18 212.015 -182 105 28
W+ 1 80.4 155.426 67 -98 -60 W- 1 80.4 150.486 -126 9 15
tau+ 0 1.78 226.336 -148 -100 139 tau- 0 1.78 251.502 219 40 -117
W+ 1 80.4 151.397 -13 -68 -108 W- 1 80.4 151.635 -51 2 118
b_quark 0 4.18 176.95 150 -87 35 b_quark 0 4.18 282.454 -223 165 -53
b_quark 0 4.18 144.853 -36 -87 -110 b_quark 0 4.18 101.762 13 13 100
b_quark 0 4.18 159.171 -46 -81 -129 b_quark 0 4.18 221.999 5 29 220
W+ 1 80.4 157.592 29 113 -69 W- 1 80.4 155.542 -52 -52 111
b_quark 0 4.18 179.096 -41 136 109 b_quark 0 4.18 69.4872 23 -41 -51
b_quark 0 4.18 199.528 116 -133 -93 b_quark 0 4.18 150.846 -28 148 -7
b_quark 0 4.18 143.218 -3 -143 -6 b_quark 0 4.18 227.036 -16 226 -14
b_quark 0 4.18 173.284 135 -93 -56 b_quark 0 4.18 246.498 -218 112 -26
b_quark 0 4.18 141.133 -4 29 -138 b_quark 0 4.18 90.1969 57 30 63
W+ 1 80.4 152.07 -88 -86 -39 W- 1 80.4 123.758 34 80 -36
Z 1 91.2 181.691 87 -95 -90 Z 1 91.2 190.574 -134 42 91
Z 1 91.2 205.853 -60 133 -113 Z 1 91.2 276.147 92 -210 124
b_quark 0 4.18 175.532 -51 88 -143 b_quark 0 4.18 83.5612 52 6 65
W+ 1 80.4 110.694 52 51 -22 W- 1 80.4 159.117 1 -113 78
b_quark 0 4.18 156.075 -85 91 94 b_quark 0 4.18 152.534 8 -9 -152
W+ 1 80.4 170.933 -77 -117 56 W- 1 80.4 151.186 0 128 3
b_quark 0 4.18 168.756 76 37 -146 b_quark 0 4.18 156.609 -37 -134 72
b_quark 0 4.18 108.455 -82 70 -11 b_quark 0 4.18 231.152 158 -127 111
b_quark 0 4.18 153.943 -94 34 -117 b_quark 0 4.18 167.148 86 -58 131
W+ 1 80.4 149.202 33 -28 118 W- 1 80.4 231.21 -112 -31 -183
b_quark 0 4.18 131.573 -62 -83 -81 b_quark 0 4.18 188.789 26 82 168
W+ 1 80.4 205.027 12 138 128 W- 1 80.4 259.804 -5 -95 -228
W+ 1 80.4 150.22 -15 -1 126 W- 1 80.4 117.009 5 61 -59
W+ 1 80.4 216.458 111 -138 -95 W- 1 80.4 320.403 -75 235 188
b_quark 0 4.18 120.484 61 -103 -13 b_quark 0 4.18 171.836 -74 155 3
b_quark 0 4.18 145.009 61 60 117 b_quark 0 4.18 183.746 -60 -57 -164
b_quark 0 4.18 177.506 -109 101 -97 b_quark 0 4.18 210.503 17 -111 178
W+ 1 80.4 160.132 -31 116 -69 W- 1 80.4 186.092 -54 -35 155
b_quark 0 4.18 152.933 103 21 111 b_quark 0 4.18 229.407 -175 -113 -96
W+ 1 80.4 149.017 30 -91 81 W- 1 80.4 107.806 -9 6 -71
W+ 1 80.4 161.63 -102 -90 -34 W- 1 80.4 98.0467 22 19 48
b_quark 0 4.18 118.535 -67 -38 -90 b_quark 0 4.18 38.0851 -12 -35 8
W+ 1 80.4 215.279 134 30 -145 W- 1 80.4 252.345 -197 -42 129
b_quark 0 4.18 164.458 63 148 -34 b_quark 0 4.18 149.608 24 -117 90
b_quark 0 4.18 144.376 -21 -69 125 b_quark 0 4.18 119.128 -33 98 -59
W+ 1 80.4 194.363 -146 14 -99 W- 1 80.4 205.689 62 32 176
b_quark 0 4.18 165.141 -74 -13 -147 b_quark 0 4.18 154.617 4 88 127
W+ 1 80.4 172.636 33 95 115 W- 1 80.4 219.224 -65 -161 -107
W+ 1 80.4 127.566 16 -12 97 W- 1 80.4 193.562 -109 25 -136
W+ 1 80.4 161.478 -83 -29 109 W- 1 80.4 202.275 113 99 -109
b_quark 0 4.18 131.021 70 -93 60 b_quark 0 4.18 175.717 -99 77 -123
b_quark 0 4.18 150.624 -109 -95 -42 b_quark 0 4.18 171.095 154 64 -38
b_quark 0 4.18 141.473 -74 120 -11 b_quark 0 4.18 233.877 94 -202 -71
b_quark 0 4.18 89.1262 -35 35 74 b_quark 0 4.18 75.8648 -3 -55 -52
tau+ 0 1.78 40.3506 10 2 39 tau- 0 1.78 108.389 60 87 -24
b_quark 0 4.18 161.711 -20 -127 -98 b_quark 0 4.18 172.802 21 169 29
b_quark 0 4.18 167.354 33 -105 126 b_quark 0 4.18 167.187 39 13 -162
b_quark 0 4.18 197.695 -148 -1 -131 b_quark 0 4.18 225.937 165 69 138
b_quark 0 4.18 132.795 -87 48 88 b_quark 0 4.18 246.387 186 -77 -142
b_quark 0 4.18 121.686 35 101 58 b_quark 0 4.18 235.471 48 -193 -126
W+ 1 80.4 180.17 -50 36 -149 W- 1 80.4 198.606 96 -108 110
b_quark 0 4.18 57.1706 39 41 -7 b_quark 0 4.18 102.623 -72 17 71
b_quark 0 4.18 158.983 75 57 -128 b_quark 0 4.18 248.955 -175 -94 150
tau+ 0 1.78 159.71 -140 60 -48 tau- 0 1.78 101.268 82 -42 42
W+ 1 80.4 105.845 -13 9 -67 W- 1 80.4 196.54 -32 -102 144
W+ 1 80.4 132.534 -101 18 24 W- 1 80.4 177.274 69 -100 -101
b_quark 0 4.18 156.673 129 -72 -52 b_quark 0 4.18 222.242 -222 -9 3
b_quark 0 4.18 141.571 -34 -10 137 b_quark 0 4.18 138.081 5 68 -120
b_quark 0 4.18 89.3167 -36 70 -42 b_quark 0 4.18 161.971 12 -132 93
b_quark 0 4.18 107.273 32 -65 -79 b_quark 0 4.18 75.3556 44 -2 61
W+ 1 80.4 139.18 -15 19 111 W- 1 80.4 96.8409 15 -40 -33
b_quark 0 4.18 150.693 -95 115 -21 b_quark 0 4.18 205.235 140 -150 2
b_quark 0 4.18 83.9433 -52 46 -47 b_quark 0 4.18 117.267 -3 -117 -6
b_quark 0 4.18 115.462 73 -89 -8 b_quark 0 4.18 145.738 17 143 22
b_quark 0 4.18 191.675 -36 -115 149 b_quark 0 4.18 141.062 28 124 -61
b_quark 0 4.18 224.919 143 -89 149 b_quark 0 4.18 86.3451 -45 38 -63
b_quark 0 4.18 121.641 93 -33 -71 b_quark 0 4.18 70.3027 -69 -10 8
b_quark 0 4.18 132.655 -110 2 -74 b_quark 0 4.18 186.02 168 -11 79
tau+ 0 1.78 206.352 133 115 108 tau- 0 1.78 243.945 -219 -104 -27
b_quark 0 4.18 117.739 -20 -106 -47 b_quark 0 4.18 90.2966 48 54 54
b_quark 0 4.18 216.276 119 -134 -121 b_quark 0 4.18 201.687 -144 50 132
b_quark 0 4.18 80.8608 28 51 -56 b_quark 0 4.18 98.4453 -64 -33 67
W+ 1 80.4 125.75 63 -72 14 W- 1 80.4 171.875 -116 90 39
tau+ 0 1.78 191.649 91 91 142 tau- 0 1.78 196.919 -157 -74 -93
b_quark 0 4.18 194.48 122 -60 139 b_quark 0 4.18 178.38 -63 148 -77
W+ 1 80.4 119.19 61 -50 39 W- 1 80.4 218.799 -108 132 -111
b_quark 0 4.18 162.276 -114 54 102 b_quark 0 4.18 228.209 101 -65 -194
